time,nudge,attn
1749216646.3964326,False,
1749216646.4252894,False,
1749216646.4569519,False,
1749216646.4892569,False,
1749216646.5337105,False,
1749216646.5650053,False,
1749216646.5985413,False,
1749216646.631033,False,
1749216646.663171,False,
1749216646.6955745,False,
1749216646.7286277,False,
1749216646.7764173,False,
1749216646.8096628,False,
1749216646.85034,False,
1749216646.879739,False,
1749216646.9115064,False,
1749216646.9390473,False,
1749216646.972651,False,
1749216647.0261796,False,
1749216647.0585768,False,
1749216647.0929387,False,
1749216647.124633,False,
1749216647.1583207,False,
1749216647.192214,False,
1749216647.2227476,False,
1749216647.253612,False,
1749216647.2888222,False,
1749216647.3220568,False,
1749216647.3500657,False,
1749216647.3926272,False,
1749216647.4299607,False,
1749216647.4614067,False,
1749216647.496261,False,
1749216647.5279057,False,
1749216647.557836,False,
1749216647.5931072,False,
1749216647.6233475,False,
1749216647.6566756,False,
1749216647.6930735,False,
1749216647.723328,False,
1749216647.772626,False,
1749216647.8092954,False,
1749216647.839241,False,
1749216647.86244,False,
1749216647.9051275,False,
1749216647.9429185,False,
1749216647.9752295,False,
1749216648.014254,False,
1749216648.0541878,False,
1749216648.087548,False,
1749216648.1208084,False,
1749216648.1667717,False,
1749216648.1944656,False,
1749216648.2318537,False,
1749216648.2715056,False,
1749216648.2948737,False,
1749216648.357306,False,
1749216648.3901625,False,
1749216648.4227293,False,
1749216648.455241,False,
1749216648.4955587,False,
1749216648.5391386,False,
1749216648.5859025,False,
1749216648.6217332,False,
1749216648.6595025,False,
1749216648.6958742,False,
1749216648.7288446,False,
1749216648.77224,False,
1749216648.796167,False,
1749216648.8454783,False,
1749216648.8823426,False,
1749216648.9052386,False,
1749216648.9510984,False,
1749216648.9828455,False,
1749216649.0225165,False,
1749216649.0545032,False,
1749216649.0967085,False,
1749216649.1400979,False,
1749216649.1715138,False,
1749216649.2061684,False,
1749216649.2542171,False,
1749216649.2862475,False,
1749216649.3240263,False,
1749216649.3563118,False,
1749216649.3990426,False,
1749216649.438043,False,
1749216649.478091,False,
1749216649.5108938,False,
1749216649.542114,False,
1749216649.5775263,False,
1749216649.6106322,False,
1749216649.655057,False,
1749216649.6986363,False,
1749216649.7379625,False,
1749216649.7743397,False,
1749216649.815873,False,
1749216649.8457353,False,
1749216649.8870075,False,
1749216649.9224024,False,
1749216649.9527807,False,
1749216649.9919753,False,
1749216650.0229716,False,
1749216650.0697687,False,
1749216650.105157,False,
1749216650.137245,False,
1749216650.186596,False,
1749216650.2268636,False,
1749216650.2587054,False,
1749216650.2992637,False,
1749216650.3375003,False,
1749216650.374275,False,
1749216650.4064343,False,
1749216650.4546669,False,
1749216650.4880655,False,
1749216650.5277,False,
1749216650.569432,False,
1749216650.6040616,False,
1749216650.6490564,False,
1749216650.6809962,False,
1749216650.7201395,False,
1749216650.7664149,False,
1749216650.806182,False,
1749216650.8381643,False,
1749216650.8708806,False,
1749216650.934179,False,
1749216650.9690082,False,
1749216651.0027387,False,
1749216651.053579,False,
1749216651.0871985,False,
1749216651.1271818,False,
1749216651.1751652,False,
1749216651.209837,False,
1749216651.2539685,False,
1749216651.2877717,False,
1749216651.3315778,False,
1749216651.370432,False,
1749216651.4023893,False,
1749216651.4362528,False,
1749216651.479466,False,
1749216651.5038924,False,
1749216651.5535603,False,
1749216651.5958462,False,
1749216651.6346545,False,
1749216651.6701772,False,
1749216651.7051678,False,
1749216651.753707,False,
1749216651.7980266,False,
1749216651.8195653,False,
1749216651.8693826,False,
1749216651.9036534,False,
1749216651.9380147,False,
1749216651.9736981,False,
1749216652.0036428,False,
1749216652.0372355,False,
1749216652.0873947,False,
1749216652.1216173,False,
1749216652.1653495,False,
1749216652.2040315,False,
1749216652.2311707,False,
1749216652.2698514,False,
1749216652.3042147,False,
1749216652.3223941,False,
1749216652.3575966,False,
1749216652.389199,False,
1749216652.422575,False,
1749216652.4557703,False,
1749216652.5052774,False,
1749216652.535697,False,
1749216652.5846925,False,
1749216652.62113,False,
1749216652.6621997,False,
1749216652.7027597,False,
1749216652.741895,False,
1749216652.7814817,False,
1749216652.8263686,False,
1749216652.854616,False,
1749216652.9048426,False,
1749216652.9365103,False,
1749216652.979235,False,
1749216653.0216022,False,
1749216653.0567367,False,
1749216653.1036305,False,
1749216653.1352718,False,
1749216653.1697419,False,
1749216653.2225103,False,
1749216653.2641475,False,
1749216653.3059278,False,
1749216653.3519707,False,
1749216653.385739,False,
1749216653.4141076,False,
1749216653.4573078,False,
1749216653.4903178,False,
1749216653.5260582,False,
1749216653.567773,False,
1749216653.6016386,False,
1749216653.640489,False,
1749216653.6734755,False,
1749216653.7193713,False,
1749216653.752151,False,
1749216653.7849965,False,
1749216653.8396544,False,
1749216653.8773797,False,
1749216653.9176962,False,
1749216653.954291,False,
1749216653.9926968,False,
1749216654.0354192,False,
1749216654.0743966,False,
1749216654.1134295,False,
1749216654.1508265,False,
1749216654.1899045,False,
1749216654.2181177,False,
1749216654.2514222,False,
1749216654.2857482,False,
1749216654.3344405,False,
1749216654.3727624,False,
1749216654.408951,False,
1749216654.454497,False,
1749216654.4873252,False,
1749216654.537501,False,
1749216654.5721314,False,
1749216654.6171067,False,
1749216654.6499932,False,
1749216654.6954167,False,
1749216654.733189,False,
1749216654.771158,False,
1749216654.8107882,False,
1749216654.8385184,False,
1749216654.878713,False,
1749216654.921283,False,
1749216654.967386,False,
1749216655.0204775,False,
1749216655.0510416,False,
1749216655.0840325,False,
1749216655.1263313,False,
1749216655.1724389,False,
1749216655.2093935,False,
1749216655.2387319,False,
1749216655.288449,False,
1749216655.3170679,False,
1749216655.367237,False,
1749216655.4010181,False,
1749216655.449575,False,
1749216655.4828455,False,
1749216655.5290246,False,
1749216655.5666752,False,
1749216655.60525,False,
1749216655.6344736,False,
1749216655.6705272,False,
1749216655.7169669,False,
1749216655.7525048,False,
1749216655.8008087,False,
1749216655.8341646,False,
1749216655.8677685,False,
1749216655.9113805,False,
1749216655.9631798,False,
1749216656.00122,False,
1749216656.0167782,False,
1749216656.050868,False,
1749216656.0996664,False,
1749216656.132751,False,
1749216656.1490831,False,
1749216656.190649,False,
1749216656.215638,False,
1749216656.2458532,False,
1749216656.2767856,False,
1749216656.3131711,False,
1749216656.3414896,False,
1749216656.3733544,False,
1749216656.412318,False,
1749216656.433263,False,
1749216656.4711866,False,
1749216656.5331187,False,
1749216656.5657458,False,
1749216656.6125107,False,
1749216656.650132,False,
1749216656.6836445,False,
1749216656.716434,False,
1749216656.7508092,False,
1749216656.8009205,False,
1749216656.8383803,False,
1749216656.873548,False,
1749216656.9151685,False,
1749216656.9536078,False,
1749216657.000931,False,
1749216657.0342486,False,
1749216657.08299,False,
1749216657.1146042,False,
1749216657.155723,False,
1749216657.2003741,False,
1749216657.234354,False,
1749216657.2666314,False,
1749216657.315584,False,
1749216657.3522892,False,
1749216657.3871858,False,
1749216657.4325314,False,
1749216657.4682112,False,
1749216657.494383,False,
1749216657.5473793,False,
1749216657.5919576,False,
1749216657.6342506,False,
1749216657.6720471,False,
1749216657.7314315,False,
1749216657.7674923,False,
1749216657.8009672,False,
1749216657.851864,False,
1749216657.8851008,False,
1749216657.9322612,False,
1749216657.9702284,False,
1749216657.9988453,False,
1749216658.054328,False,
1749216658.083878,False,
1749216658.136822,False,
1749216658.1662629,False,
1749216658.216209,False,
1749216658.2492788,False,
1749216658.2839215,False,
1749216658.3165312,False,
1749216658.3554304,False,
1749216658.3820817,False,
1749216658.4220412,False,
1749216658.4664133,False,
1749216658.5041277,False,
1749216658.5411057,False,
1749216658.5837684,False,
1749216658.6172748,False,
1749216658.6650643,False,
1749216658.6973956,False,
1749216658.7489889,False,
1749216658.7827368,False,
1749216658.82032,False,
1749216658.8544953,False,
1749216658.900287,False,
1749216658.9315789,False,
1749216658.9727237,False,
1749216659.0175931,False,
1749216659.062419,False,
1749216659.1035292,False,
1749216659.147289,False,
1749216659.1864846,False,
1749216659.2222822,False,
1749216659.2671406,False,
1749216659.298289,False,
1749216659.3374813,False,
1749216659.382817,False,
1749216659.4197874,False,
1749216659.447184,False,
1749216659.4973478,False,
1749216659.5264485,False,
1749216659.559121,False,
1749216659.6091003,False,
1749216659.650262,False,
1749216659.689017,False,
1749216659.7310317,False,
1749216659.767082,False,
1749216659.8084662,False,
1749216659.8478055,False,
1749216659.8801265,False,
1749216659.9198403,False,
1749216659.9596748,False,
1749216659.9986246,False,
1749216660.031857,False,
1749216660.081774,False,
1749216660.1202402,False,
1749216660.1504173,False,
1749216660.197629,False,
1749216660.2316954,False,
1749216660.2813473,False,
1749216660.3207667,False,
1749216660.3592753,False,
1749216660.3966994,False,
1749216660.4225035,False,
1749216660.4639342,False,
1749216660.51338,False,
1749216660.5475416,False,
1749216660.5822122,False,
1749216660.6211405,False,
1749216660.6643765,False,
1749216660.6986213,False,
1749216660.7313595,False,
1749216660.7772672,False,
1749216660.8136535,False,
1749216660.8474402,False,
1749216660.8812397,False,
1749216660.9218867,False,
1749216660.9647129,False,
1749216660.9979367,False,
1749216661.0391324,False,
1749216661.0797932,False,
1749216661.1125448,False,
1749216661.1597757,False,
1749216661.2063537,False,
1749216661.2406492,False,
1749216661.2897518,False,
1749216661.3236308,False,
1749216661.3628378,False,
1749216661.397785,False,
1749216661.4462473,False,
1749216661.4799998,False,
1749216661.5133524,False,
1749216661.5456023,False,
1749216661.5980608,False,
1749216661.6373458,False,
1749216661.6711526,False,
1749216661.7343256,False,
1749216661.7704165,False,
1749216661.8136294,False,
1749216661.848885,False,
1749216661.8967881,False,
1749216661.9297016,False,
1749216661.9747636,False,
1749216662.0129821,False,
1749216662.0462518,False,
1749216662.0868752,False,
1749216662.1252701,False,
1749216662.1663008,False,
1749216662.1987047,False,
1749216662.2490792,False,
1749216662.2846541,False,
1749216662.32858,False,
1749216662.3756142,False,
1749216662.4025905,False,
1749216662.4455051,False,
1749216662.4700098,False,
1749216662.5125706,False,
1749216662.550344,False,
1749216662.5976088,False,
1749216662.6303506,False,
1749216662.6635385,False,
1749216662.7142613,False,
1749216662.7460523,False,
1749216662.791005,False,
1749216662.8280797,False,
1749216662.8633313,False,
1749216662.905341,False,
1749216662.9355447,False,
1749216662.982715,False,
1749216663.0154047,False,
1749216663.0469985,False,
1749216663.096267,False,
1749216663.1271548,False,
1749216663.1786444,False,
1749216663.2182045,False,
1749216663.25518,False,
1749216663.2869143,False,
1749216663.3224285,False,
1749216663.362742,False,
1749216663.4005277,False,
1749216663.4326508,False,
1749216663.4665978,False,
1749216663.5115964,False,
1749216663.5297048,False,
1749216663.5793555,False,
1749216663.612915,False,
1749216663.650964,False,
1749216663.6947453,False,
1749216663.729456,False,
1749216663.7651005,False,
1749216663.798642,False,
1749216663.851103,False,
1749216663.889409,False,
1749216663.9297252,False,
1749216663.9794989,False,
1749216664.022882,False,
1749216664.0615697,False,
1749216664.0870197,False,
1749216664.1305268,False,
1749216664.1678998,False,
1749216664.2112439,False,
1749216664.247015,False,
1749216664.2801814,False,
1749216664.3296535,False,
1749216664.3619232,False,
1749216664.3949287,False,
1749216664.4467773,False,
1749216664.4881537,False,
1749216664.5206742,False,
1749216664.553512,False,
1749216664.5986009,False,
1749216664.6299472,False,
1749216664.6622396,False,
1749216664.7135015,False,
1749216664.7455127,False,
1749216664.790437,False,
1749216664.8283021,False,
1749216664.8641553,False,
1749216664.903858,False,
1749216664.9308212,False,
1749216664.9853182,False,
1749216665.0322602,False,
1749216665.0686646,False,
1749216665.093292,False,
1749216665.127583,False,
1749216665.1557102,False,
1749216665.1782413,False,
1749216665.197296,False,
1749216665.2309914,False,
1749216665.255202,False,
1749216665.2815447,False,
1749216665.3204117,False,
1749216665.3452399,False,
1749216665.3611152,False,
1749216665.4117367,False,
1749216665.448252,False,
1749216665.4761422,False,
1749216665.5316994,False,
1749216665.5621471,False,
1749216665.611971,False,
1749216665.649338,False,
1749216665.6864464,False,
1749216665.731958,False,
1749216665.7651193,False,
1749216665.8146994,False,
1749216665.8654935,False,
1749216665.9102957,False,
1749216665.9472148,False,
1749216665.9962735,False,
1749216666.0322547,False,
1749216666.0867803,False,
1749216666.1204255,False,
1749216666.1497548,False,
1749216666.1952558,False,
1749216666.2337446,False,
1749216666.276119,False,
1749216666.310172,False,
1749216666.3417645,False,
1749216666.3767178,False,
1749216666.4068892,False,
1749216666.455216,False,
1749216666.485896,False,
1749216666.5183864,False,
1749216666.6170125,False,
1749216666.6599622,False,
1749216666.7061203,False,
1749216666.742359,False,
1749216666.7756474,False,
1749216666.810033,False,
1749216666.8384144,False,
1749216666.8755352,False,
1749216666.9340925,False,
1749216666.9788618,False,
1749216667.0234785,False,
1749216667.0572107,False,
1749216667.0962653,False,
1749216667.1346478,False,
1749216667.1609366,False,
1749216667.2095048,False,
1749216667.2379146,False,
1749216667.2698834,False,
1749216667.3200622,False,
1749216667.3584917,False,
1749216667.3934784,False,
1749216667.432391,False,
1749216667.4631178,False,
1749216667.5106606,False,
1749216667.5428462,False,
1749216667.5737307,False,
1749216667.6268446,False,
1749216667.660174,False,
1749216667.7041516,False,
1749216667.7424824,False,
1749216667.7761395,False,
1749216667.814869,False,
1749216667.8425014,False,
1749216667.8780644,False,
1749216667.929955,False,
1749216667.9670238,False,
1749216668.0057242,False,
1749216668.0428128,False,
1749216668.0700355,False,
1749216668.11175,False,
1749216668.1526535,False,
1749216668.1916056,False,
1749216668.236987,False,
1749216668.2696488,False,
1749216668.3088522,False,
1749216668.34226,False,
1749216668.3752139,False,
1749216668.4247327,False,
1749216668.4588652,False,
1749216668.493542,False,
1749216668.5376217,False,
1749216668.5665264,False,
1749216668.611423,False,
1749216668.63772,False,
1749216668.6765532,False,
1749216668.7286873,False,
1749216668.777643,False,
1749216668.809228,False,
1749216668.84097,False,
1749216668.891962,False,
1749216668.933323,False,
1749216668.9661062,False,
1749216668.999067,False,
1749216669.0425138,False,
1749216669.0792944,False,
1749216669.1127727,False,
1749216669.1589854,False,
1749216669.191553,False,
1749216669.241142,False,
1749216669.2740827,False,
1749216669.3278704,False,
1749216669.3528411,False,
1749216669.3929262,False,
1749216669.4304972,False,
1749216669.4753845,False,
1749216669.5118666,False,
1749216669.5404701,False,
1749216669.5914195,False,
1749216669.6248732,False,
1749216669.6553602,False,
1749216669.7041502,False,
1749216669.7423964,False,
1749216669.7924476,False,
1749216669.8312619,False,
1749216669.8737185,False,
1749216669.9108806,False,
1749216669.955902,False,
1749216669.9920895,False,
1749216670.0228243,False,
1749216670.0577302,False,
1749216670.106524,False,
1749216670.1414502,False,
1749216670.1794698,False,
1749216670.2255962,False,
1749216670.2623713,False,
1749216670.292191,False,
1749216670.3425007,False,
1749216670.3771415,False,
1749216670.408531,False,
1749216670.4419646,False,
1749216670.4872065,False,
1749216670.5179904,False,
1749216670.5584378,False,
1749216670.5964394,False,
1749216670.6314504,False,
1749216670.7135131,False,
1749216670.75913,False,
1749216670.8083808,False,
1749216670.8584108,False,
1749216670.8902025,False,
1749216670.9421394,False,
1749216670.9819534,False,
1749216671.0155063,False,
1749216671.0477154,False,
1749216671.079229,False,
1749216671.1264634,False,
1749216671.1596227,False,
1749216671.208889,False,
1749216671.243327,False,
1749216671.2861445,False,
1749216671.3232868,False,
1749216671.3680203,False,
1749216671.4002519,False,
1749216671.448335,False,
1749216671.4743721,False,
1749216671.51014,False,
1749216671.5447083,False,
1749216671.5910225,False,
1749216671.6245706,False,
1749216671.6557877,False,
1749216671.6862743,False,
1749216671.7236304,False,
1749216671.7569723,False,
1749216671.8149066,False,
1749216671.846518,False,
1749216671.8787603,False,
1749216671.929983,False,
1749216671.973446,False,
1749216672.0075617,False,
1749216672.0682788,False,
1749216672.1140318,False,
1749216672.1463223,False,
1749216672.189802,False,
1749216672.2318296,False,
1749216672.2783005,False,
1749216672.3103127,False,
1749216672.356302,False,
1749216672.391381,False,
1749216672.4259195,False,
1749216672.4738696,False,
1749216672.5228174,False,
1749216672.5441034,False,
1749216672.5825434,False,
1749216672.6326494,False,
1749216672.6564338,False,
1749216672.7085109,False,
1749216672.7453213,False,
1749216672.793483,False,
1749216672.8389876,False,
1749216672.8726528,False,
1749216672.9087152,False,
1749216672.9429772,False,
1749216672.9741678,False,
1749216673.0074327,False,
1749216673.039407,False,
1749216673.073208,False,
1749216673.0894535,False,
1749216673.123546,False,
1749216673.1571636,False,
1749216673.1916163,False,
1749216673.2405825,False,
1749216673.2723918,False,
1749216673.3070672,False,
1749216673.3545935,False,
1749216673.4469194,False,
1749216673.4894187,False,
1749216673.5277627,False,
1749216673.578843,False,
1749216673.6255713,False,
1749216673.663417,False,
1749216673.704331,False,
1749216673.739404,False,
1749216673.7829225,False,
1749216673.8147845,False,
1749216673.8493226,False,
1749216673.8903723,False,
1749216673.9304852,False,
1749216673.974742,False,
1749216674.0070896,False,
1749216674.0486825,False,
1749216674.0891018,False,
1749216674.1381178,False,
1749216674.1709006,False,
1749216674.2176437,False,
1749216674.2493753,False,
1749216674.2900696,False,
1749216674.3276737,False,
1749216674.3552284,False,
1749216674.3911698,False,
1749216674.4254322,False,
1749216674.4664545,False,
1749216674.4983187,False,
1749216674.5338907,False,
1749216674.565904,False,
1749216674.5990865,False,
1749216674.6344237,False,
1749216674.671276,False,
1749216674.7126915,False,
1749216674.8065417,False,
1749216674.8388164,False,
1749216674.8898594,False,
1749216674.9248848,False,
1749216674.966329,False,
1749216674.9993167,False,
1749216675.0373445,False,
1749216675.0713055,False,
1749216675.1202052,False,
1749216675.1536112,False,
1749216675.2030058,False,
1749216675.2407045,False,
1749216675.2874682,False,
1749216675.334334,False,
1749216675.3707688,False,
1749216675.4043834,False,
1749216675.4443169,False,
1749216675.4826756,False,
1749216675.5190167,False,
1749216675.5534418,False,
1749216675.588654,False,
1749216675.6091537,False,
1749216675.6303685,False,
1749216675.6581514,False,
1749216675.6778462,False,
1749216675.7132518,False,
1749216675.7592,False,
1749216675.7907956,False,
1749216675.8226101,False,
1749216675.853789,False,
1749216675.8886898,False,
1749216675.9196823,False,
1749216675.954424,False,
1749216675.9833837,False,
1749216676.0150888,False,
1749216676.0472682,False,
1749216676.0794604,False,
1749216676.1756601,False,
1749216676.227152,False,
1749216676.2731967,False,
1749216676.3189514,False,
1749216676.363021,False,
1749216676.389581,False,
1749216676.419954,False,
1749216676.4489398,False,
1749216676.4705658,False,
1749216676.5143328,False,
1749216676.5539894,False,
1749216676.5872488,False,
1749216676.6282005,False,
1749216676.6629174,False,
1749216676.704588,False,
1749216676.7429428,False,
1749216676.7705126,False,
1749216676.8143184,False,
1749216676.8553739,False,
1749216676.889343,False,
1749216676.9188037,False,
1749216676.9559886,False,
1749216677.0002816,False,
1749216677.0202355,False,
1749216677.0707314,False,
1749216677.0942402,False,
1749216677.1377175,False,
1749216677.174525,False,
1749216677.207774,False,
1749216677.2414608,False,
1749216677.2791743,False,
1749216677.3179748,False,
1749216677.3568075,False,
1749216677.3864033,False,
1749216677.4381797,False,
1749216677.522624,False,
1749216677.573143,False,
1749216677.606592,False,
1749216677.6450734,False,
1749216677.6870122,False,
1749216677.7197554,False,
1749216677.757613,False,
1749216677.786842,False,
1749216677.8316474,False,
1749216677.857626,False,
1749216677.9031405,False,
1749216677.944212,False,
1749216677.975309,False,
1749216678.0215333,False,
1749216678.0583625,False,
1749216678.085854,False,
1749216678.1179204,False,
1749216678.1587543,False,
1749216678.2022948,False,
1749216678.2370744,False,
1749216678.2769709,False,
1749216678.310075,False,
1749216678.342431,False,
1749216678.3911798,False,
1749216678.4257412,False,
1749216678.4589715,False,
1749216678.5023854,False,
1749216678.5393221,False,
1749216678.5819545,False,
1749216678.6140363,False,
1749216678.6517713,False,
1749216678.6863494,False,
1749216678.7199314,False,
1749216678.7543564,False,
1749216678.790434,False,
1749216678.825801,False,
1749216678.8863482,False,
1749216678.9366589,False,
1749216678.9845243,False,
1749216679.0211415,False,
1749216679.061918,False,
1749216679.1008587,False,
1749216679.1421492,False,
1749216679.1750236,False,
1749216679.2072494,False,
1749216679.240648,False,
1749216679.286591,False,
1749216679.3342173,False,
1749216679.360793,False,
1749216679.410494,False,
1749216679.4461336,False,
1749216679.4841611,False,
1749216679.537347,False,
1749216679.5750976,False,
1749216679.619085,False,
1749216679.6558986,False,
1749216679.6879241,False,
1749216679.7343714,False,
1749216679.7626963,False,
1749216679.802863,False,
1749216679.846512,False,
1749216679.88665,False,
1749216679.926517,False,
1749216679.9621594,False,
1749216680.002448,False,
1749216680.0419145,False,
1749216680.084746,False,
1749216680.134038,False,
1749216680.1669097,False,
1749216680.2073271,False,
1749216680.2467828,False,
1749216680.2845519,False,
1749216680.3110254,False,
1749216680.3579755,False,
1749216680.3905208,False,
1749216680.438352,False,
